"","X.tax_id","chromosome","chr_start","chr_stop","chr_orient","contig","ctg_start","ctg_stop","ctg_orient","feature_name","feature_id","feature_type","group_label","transcript","evidence_code"
"648272",9606,"12",16548372,16610233,"-","NC_000012.12",16548372,16610233,"-","LMO3","GeneID:55885","GENE","GRCh38.p7-Primary Assembly","-","best RefSeq;identical;N"
"2175889",9606,"3",169772247,169789716,"+","NC_000003.12",169772247,169789716,"+","MYNN","GeneID:55892","GENE","GRCh38.p7-Primary Assembly","-","best RefSeq;identical;N"
"1473426",9606,"19",34677619,34686397,"+","NC_000019.10",34677619,34686397,"+","ZNF302","GeneID:55900","GENE","GRCh38.p7-Primary Assembly","-","best RefSeq;identical;N"
"3085737",9606,"X",64915802,65034744,"-","NC_000023.11",64915802,65034744,"-","ZC4H2","GeneID:55906","GENE","GRCh38.p7-Primary Assembly","-","best RefSeq;identical;N"
"652578",9606,"12",22046174,22065674,"+","NC_000012.12",22046174,22065674,"+","CMAS","GeneID:55907","GENE","GRCh38.p7-Primary Assembly","-","best RefSeq;identical;N"
"2496011",9606,"6",31652410,31658210,"+","NC_000006.12",31652410,31658210,"+","APOM","GeneID:55937","GENE","GRCh38.p7-Primary Assembly","-","best RefSeq;identical;N"
"1826018",9606,"20",1442162,1467720,"-","NC_000020.11",1442162,1467720,"-","NSFL1C","GeneID:55968","GENE","GRCh38.p7-Primary Assembly","-","best RefSeq;identical;N"
"1863108",9606,"20",36605734,36612557,"+","NC_000020.11",36605734,36612557,"+","C20orf24","GeneID:55969","GENE","GRCh38.p7-Primary Assembly","-","best RefSeq;identical;N"
"2748156",9606,"7",107579977,107623317,"+","NC_000007.14",107579977,107623317,"+","BCAP29","GeneID:55973","GENE","GRCh38.p7-Primary Assembly","-","best RefSeq;identical;N"
"2672776",9606,"7",23105734,23175421,"+","NC_000007.14",23105734,23175421,"+","KLHL7","GeneID:55975","GENE","GRCh38.p7-Primary Assembly","-","best RefSeq;identical;N"
"355621",9606,"10",48306639,48439360,"+","NC_000010.11",48306639,48439360,"+","MAPK8","GeneID:5599","GENE","GRCh38.p7-Primary Assembly","-","best RefSeq;identical;N"
"3102250",9606,"X",101832112,101857577,"-","NC_000023.11",101832112,101857577,"-","NXF5","GeneID:55998","GENE","GRCh38.p7-Primary Assembly","-","best RefSeq;identical;N"
"3102853",9606,"X",102549965,102571693,"+","NC_000023.11",102549965,102571693,"+","NXF4","GeneID:55999","GENE","GRCh38.p7-Primary Assembly","-",""
"1995294",9606,"22",50263713,50270393,"-","NC_000022.11",50263713,50270393,"-","MAPK11","GeneID:5600","GENE","GRCh38.p7-Primary Assembly","-","best RefSeq;identical;N"
"2508446",9606,"6",36130484,36144524,"+","NC_000006.12",36130484,36144524,"+","MAPK13","GeneID:5603","GENE","GRCh38.p7-Primary Assembly","-","best RefSeq;identical;N"
"2313096",9606,"4",156761611,156971394,"-","NC_000004.12",156761611,156971394,"-","PDGFC","GeneID:56034","GENE","GRCh38.p7-Primary Assembly","-","best RefSeq;identical;N"
"65301",9606,"1",32204807,32222371,"-","NC_000001.11",32204807,32222371,"-","TMEM234","GeneID:56063","GENE","GRCh38.p7-Primary Assembly","-","best RefSeq;identical;N"
"565853",9606,"11",76349956,76380965,"-","NC_000011.10",76349956,76380965,"-","THAP12","GeneID:5612","GENE","GRCh38.p7-Primary Assembly","-","best RefSeq;identical;N"
"2427118",9606,"5",141426286,141428258,"+","NC_000005.10",141426286,141428258,"+","PCDHGB8P","GeneID:56120","GENE","GRCh38.p7-Primary Assembly","-",""
"3142069",9606,"Y",7273972,7381547,"+","NC_000024.10",7273972,7381547,"+","PRKY","GeneID:5616","GENE","GRCh38.p7-Primary Assembly","-",""
"2673801",9606,"7",23710141,23832513,"+","NC_000007.14",23710141,23832513,"+","STK31","GeneID:56164","GENE","GRCh38.p7-Primary Assembly","-","best RefSeq;identical;N"
"2348981",9606,"5",35048295,35230589,"-","NC_000005.10",35048295,35230589,"-","PRLR","GeneID:5618","GENE","GRCh38.p7-Primary Assembly","-","best RefSeq;identical;N"
"1086238",9606,"16",11275636,11276480,"-","NC_000016.10",11275636,11276480,"-","PRM2","GeneID:5620","GENE","GRCh38.p7-Primary Assembly","-","best RefSeq;identical;N"
"991423",9606,"15",52581321,52709817,"-","NC_000015.10",52581321,52709817,"-","FAM214A","GeneID:56204","GENE","GRCh38.p7-Primary Assembly","-","best RefSeq;identical;N"
"2776096",9606,"7",142770943,142774564,"+","NC_000007.14",142770943,142774564,"+","PRSS2","GeneID:5645","GENE","GRCh38.p7-Primary Assembly","-","best RefSeq;identical;N"
"2192494",9606,"3",187216085,187292220,"-","NC_000003.12",187216085,187292220,"-","MASP1","GeneID:5648","GENE","GRCh38.p7-Primary Assembly","-","best RefSeq;identical;N"
"422473",9606,"10",102402617,102420164,"-","NC_000010.11",102402617,102420164,"-","PSD","GeneID:5662","GENE","GRCh38.p7-Primary Assembly","-","best RefSeq;identical;N"
"600024",9606,"11",118077012,118125505,"+","NC_000011.10",118077012,118125505,"+","TMPRSS4","GeneID:56649","GENE","GRCh38.p7-Primary Assembly","-","best RefSeq;mismatch;N"
"1352597",9606,"18",1268311,1359629,"-","NC_000018.10",1268311,1359629,"-","LINC00470","GeneID:56651","GENE","GRCh38.p7-Primary Assembly","-",""
"2426436",9606,"5",140726159,140726246,"+","NC_000005.10",140726159,140726246,"+","VTRNA1-3","GeneID:56662","GENE","GRCh38.p7-Primary Assembly","-",""
"2426433",9606,"5",140718926,140719013,"+","NC_000005.10",140718926,140719013,"+","VTRNA1-2","GeneID:56663","GENE","GRCh38.p7-Primary Assembly","-",""
"2426425",9606,"5",140711276,140711373,"+","NC_000005.10",140711276,140711373,"+","VTRNA1-1","GeneID:56664","GENE","GRCh38.p7-Primary Assembly","-",""
"1994755",9606,"22",50170731,50180295,"+","NC_000022.11",50170731,50180295,"+","PANX2","GeneID:56666","GENE","GRCh38.p7-Primary Assembly","-","best RefSeq;identical;N"
"480042",9606,"11",8911117,8920079,"+","NC_000011.10",8911117,8920079,"+","AKIP1","GeneID:56672","GENE","GRCh38.p7-Primary Assembly","-","best RefSeq;identical;N"
"1907510",9606,"21",32601674,32612608,"-","NC_000021.9",32601674,32612608,"-","C21orf59","GeneID:56683","GENE","GRCh38.p7-Primary Assembly","-","best RefSeq;identical;N"
"887302",9606,"14",58244805,58272009,"+","NC_000014.9",58244805,58272009,"+","PSMA3","GeneID:5684","GENE","GRCh38.p7-Primary Assembly","-","best RefSeq;identical;N"
"870729",9606,"14",35278558,35317479,"+","NC_000014.9",35278558,35317479,"+","PSMA6","GeneID:5687","GENE","GRCh38.p7-Primary Assembly","-","best RefSeq;identical;N"
"1694841",9606,"2",128091180,128195677,"+","NC_000002.12",128091180,128195677,"+","UGGT1","GeneID:56886","GENE","GRCh38.p7-Primary Assembly","-","best RefSeq;identical;N"
"152969",9606,"1",109090741,109096934,"+","NC_000001.11",109090741,109096934,"+","TMEM167B","GeneID:56900","GENE","GRCh38.p7-Primary Assembly","-","best RefSeq;identical;N"
"1252177",9606,"17",38752713,38764231,"+","NC_000017.11",38752713,38764231,"+","PSMB3","GeneID:5691","GENE","GRCh38.p7-Primary Assembly","-","best RefSeq;identical;N"
"2272925",9606,"4",94207608,94291292,"+","NC_000004.12",94207608,94291292,"+","SMARCAD1","GeneID:56916","GENE","GRCh38.p7-Primary Assembly","-","best RefSeq;identical;N"
"2184178",9606,"3",183015218,183099587,"-","NC_000003.12",183015218,183099587,"-","MCCC1","GeneID:56922","GENE","GRCh38.p7-Primary Assembly","-","best RefSeq;identical;N"
"2465716",9606,"6",292057,351355,"+","NC_000006.12",292057,351355,"+","DUSP22","GeneID:56940","GENE","GRCh38.p7-Primary Assembly","-","best RefSeq;identical;N"
"2875254",9606,"8",109334323,109345960,"+","NC_000008.11",109334323,109345960,"+","ENY2","GeneID:56943","GENE","GRCh38.p7-Primary Assembly","-","best RefSeq;identical;N"
"1797700",9606,"2",227325151,227357836,"+","NC_000002.12",227325151,227357836,"+","MFF","GeneID:56947","GENE","GRCh38.p7-Primary Assembly","-","best RefSeq;identical;N"
"1016283",9606,"15",72241181,72272575,"-","NC_000015.10",72241181,72272575,"-","PARP6","GeneID:56965","GENE","GRCh38.p7-Primary Assembly","-","best RefSeq;identical;N"
"1617810",9606,"2",54529222,54529841,"+","NC_000002.12",54529222,54529841,"+","RPL23AP32","GeneID:56969","GENE","GRCh38.p7-Primary Assembly","-",""
"2325106",9606,"4",183796331,184023530,"+","NC_000004.12",183796331,184023530,"+","STOX2","GeneID:56977","GENE","GRCh38.p7-Primary Assembly","-","best RefSeq;identical;N"
"505214",9606,"11",45094013,45235124,"+","NC_000011.10",45094013,45235124,"+","PRDM11","GeneID:56981","GENE","GRCh38.p7-Primary Assembly","-","best RefSeq;identical;N"
"2129186",9606,"3",119468938,119494708,"+","NC_000003.12",119468938,119494708,"+","POGLUT1","GeneID:56983","GENE","GRCh38.p7-Primary Assembly","-","best RefSeq;identical;N"
"2998527",9606,"9",121280768,121285530,"-","NC_000009.12",121280768,121285530,"-","GSN-AS1","GeneID:57000","GENE","GRCh38.p7-Primary Assembly","-",""
"51737",9606,"1",25242237,25338254,"-","NC_000001.11",25242237,25338254,"-","RSRP1","GeneID:57035","GENE","GRCh38.p7-Primary Assembly","-","best RefSeq;identical;N"
"2555680",9606,"6",87513744,87590032,"-","NC_000006.12",87513744,87590032,"-","RARS2","GeneID:57038","GENE","GRCh38.p7-Primary Assembly","-","best RefSeq;identical;N"
"2594244",9606,"6",144004916,144008730,"-","NC_000006.12",144004916,144008730,"-","HYMAI","GeneID:57061","GENE","GRCh38.p7-Primary Assembly","-",""
"1803301",9606,"2",231056864,231172827,"+","NC_000002.12",231056864,231172827,"+","PSMD1","GeneID:5707","GENE","GRCh38.p7-Primary Assembly","-","best RefSeq;identical;N"
"2115865",9606,"3",101574094,101594465,"+","NC_000003.12",101574094,101594465,"+","PCNP","GeneID:57092","GENE","GRCh38.p7-Primary Assembly","-","best RefSeq;identical;N"
"631334",9606,"12",3808861,3873448,"-","NC_000012.12",3808861,3873448,"-","PARP11","GeneID:57097","GENE","GRCh38.p7-Primary Assembly","-","best RefSeq;identical;N"
"1905185",9606,"21",29298795,29361896,"+","NC_000021.9",29298795,29361896,"+","BACH1","GeneID:571","GENE","GRCh38.p7-Primary Assembly","-","best RefSeq;identical;N"
"3026263",9606,"9",133406058,133418172,"-","NC_000009.12",133406058,133418172,"-","REXO4","GeneID:57109","GENE","GRCh38.p7-Primary Assembly","-","best RefSeq;identical;N"
"201645",9606,"1",156061149,156070514,"+","NC_000001.11",156061149,156070514,"+","RAB25","GeneID:57111","GENE","GRCh38.p7-Primary Assembly","-","best RefSeq;identical;N"
"307425",9606,"1",246945547,247008093,"-","NC_000001.11",246945547,247008093,"-","ZNF695","GeneID:57116","GENE","GRCh38.p7-Primary Assembly","-","best RefSeq;mismatch;N"
"203129",9606,"1",156366044,156385221,"+","NC_000001.11",156366044,156385221,"+","RHBG","GeneID:57127","GENE","GRCh38.p7-Primary Assembly","-","best RefSeq;identical;N"
"2469750",9606,"6",5031029,5260950,"-","NC_000006.12",5031029,5260950,"-","LYRM4","GeneID:57128","GENE","GRCh38.p7-Primary Assembly","-","best RefSeq;identical;N"
"1618532",9606,"2",54972187,55137831,"-","NC_000002.12",54972187,55137831,"-","RTN4","GeneID:57142","GENE","GRCh38.p7-Primary Assembly","-","best RefSeq;identical;N"
"1102893",9606,"16",21158349,21180616,"+","NC_000016.10",21158349,21180616,"+","TMEM159","GeneID:57146","GENE","GRCh38.p7-Primary Assembly","-","best RefSeq;identical;N"
"1101673",9606,"16",20899626,20925006,"+","NC_000016.10",20899626,20925006,"+","LYRM1","GeneID:57149","GENE","GRCh38.p7-Primary Assembly","-","best RefSeq;identical;N"
"769772",9606,"12",121888731,121917865,"+","NC_000012.12",121888731,121917865,"+","PSMD9","GeneID:5715","GENE","GRCh38.p7-Primary Assembly","-","best RefSeq;identical;N"
"3014922",9606,"9",129081104,129090438,"+","NC_000009.12",129081104,129090438,"+","DOLPP1","GeneID:57171","GENE","GRCh38.p7-Primary Assembly","-","best RefSeq;identical;N"
"2453919",9606,"5",176346061,176361865,"-","NC_000005.10",176346061,176361865,"-","KIAA1191","GeneID:57179","GENE","GRCh38.p7-Primary Assembly","-","best RefSeq;identical;N"
"2789429",9606,"7",152759749,153070979,"+","NC_000007.14",152759749,153070979,"+","ACTR3B","GeneID:57180","GENE","GRCh38.p7-Primary Assembly","-","best RefSeq;identical;N"
"1023394",9606,"15",74898763,74907228,"-","NC_000015.10",74898763,74907228,"-","FAM219B","GeneID:57184","GENE","GRCh38.p7-Primary Assembly","-","best RefSeq;identical;N"
"49552",9606,"1",24413360,24472983,"+","NC_000001.11",24413360,24472983,"+","NIPAL3","GeneID:57185","GENE","GRCh38.p7-Primary Assembly","-","best RefSeq;identical;N"
"12569",9606,"1",3735984,3747373,"-","NC_000001.11",3735984,3747373,"-","TP73-AS1","GeneID:57212","GENE","GRCh38.p7-Primary Assembly","-",""
"815002",9606,"13",49912702,49936501,"-","NC_000013.11",49912702,49936501,"-","SPRYD7","GeneID:57213","GENE","GRCh38.p7-Primary Assembly","-","best RefSeq;identical;N"
"2558339",9606,"6",89632224,89638755,"-","NC_000006.12",89632224,89638755,"-","LYRM2","GeneID:57226","GENE","GRCh38.p7-Primary Assembly","-","best RefSeq;identical;N"
"179403",9606,"1",149607012,149679523,"+","NC_000001.11",149607012,149679523,"+","LINC00869","GeneID:57234","GENE","GRCh38.p7-Primary Assembly","-",""
"2947101",9606,"9",68355164,68357866,"-","NC_000009.12",68355164,68357866,"-","PGM5-AS1","GeneID:572558","GENE","GRCh38.p7-Primary Assembly","-",""
"2244509",9606,"4",52712454,52714138,"+","NC_000004.12",52712454,52714138,"+","DANCR","GeneID:57291","GENE","GRCh38.p7-Primary Assembly","-",""
"1840491",9606,"20",18142224,18188387,"+","NC_000020.11",18142224,18188387,"+","KAT14","GeneID:57325","GENE","GRCh38.p7-Primary Assembly","-","best RefSeq;mismatch;N"
"126259",9606,"1",70852353,71047814,"-","NC_000001.11",70852353,71047814,"-","PTGER3","GeneID:5733","GENE","GRCh38.p7-Primary Assembly","-","best RefSeq;identical;N"
"1172569",9606,"16",87601835,87698156,"+","NC_000016.10",87601835,87698156,"+","JPH3","GeneID:57338","GENE","GRCh38.p7-Primary Assembly","-","best RefSeq;identical;N"
"2479919",9606,"6",24402908,24426194,"+","NC_000006.12",24402908,24426194,"+","MRS2","GeneID:57380","GENE","GRCh38.p7-Primary Assembly","-","best RefSeq;identical;N"
"730495",9606,"12",92421531,92431002,"+","NC_000012.12",92421531,92431002,"+","CLLU1","GeneID:574028","GENE","GRCh38.p7-Primary Assembly","-","best RefSeq;identical;N"
"290322",9606,"1",228644910,228652412,"+","NC_000001.11",228644910,228652412,"+","DUSP5P1","GeneID:574029","GENE","GRCh38.p7-Primary Assembly","-",""
"266496",9606,"1",210231459,210234121,"-","NC_000001.11",210231459,210234121,"-","SERTAD4-AS1","GeneID:574036","GENE","GRCh38.p7-Primary Assembly","-",""
"182212",9606,"1",150560895,150574552,"-","NC_000001.11",150560895,150574552,"-","ADAMTSL4-AS1","GeneID:574406","GENE","GRCh38.p7-Primary Assembly","-",""
"284784",9606,"1",228203506,228213664,"-","NC_000001.11",228203506,228213664,"-","C1orf145","GeneID:574407","GENE","GRCh38.p7-Primary Assembly","-",""
"284757",9606,"1",228164086,228165512,"-","NC_000001.11",228164086,228165512,"-","IBA57-AS1","GeneID:574432","GENE","GRCh38.p7-Primary Assembly","-",""
"1863178",9606,"20",36651766,36746138,"-","NC_000020.11",36651766,36746138,"-","NDRG3","GeneID:57446","GENE","GRCh38.p7-Primary Assembly","-","best RefSeq;identical;N"
"622227",9606,"12",137411,149169,"-","NC_000012.12",137411,149169,"-","LOC574538","GeneID:574538","GENE","GRCh38.p7-Primary Assembly","-",""
"2049789",9606,"3",42692663,42702849,"-","NC_000003.12",42692663,42702849,"-","HHATL","GeneID:57467","GENE","GRCh38.p7-Primary Assembly","-","best RefSeq;identical;N"
"3076670",9606,"X",50575534,50814167,"-","NC_000023.11",50575534,50814167,"-","SHROOM4","GeneID:57477","GENE","GRCh38.p7-Primary Assembly","-","best RefSeq;identical;N"
"640140",9606,"12",8681606,8783098,"+","NC_000012.12",8681606,8783098,"+","RIMKLB","GeneID:57494","GENE","GRCh38.p7-Primary Assembly","-","best RefSeq;identical;N"
"1831773",9606,"20",3846799,3876123,"+","NC_000020.11",3846799,3876123,"+","MAVS","GeneID:57506","GENE","GRCh38.p7-Primary Assembly","-","best RefSeq;identical;N"
"1300252",9606,"17",61865367,61928029,"-","NC_000017.11",61865367,61928029,"-","INTS2","GeneID:57508","GENE","GRCh38.p7-Primary Assembly","-","best RefSeq;mismatch;N"
"805605",9606,"13",39655627,39791665,"+","NC_000013.11",39655627,39791665,"+","COG6","GeneID:57511","GENE","GRCh38.p7-Primary Assembly","-","best RefSeq;identical;N"
"2563891",9606,"6",104682670,104859919,"-","NC_000006.12",104682670,104859919,"-","HACE1","GeneID:57531","GENE","GRCh38.p7-Primary Assembly","-","best RefSeq;identical;N"
"1379569",9606,"18",36828929,37232127,"+","NC_000018.10",36828929,37232127,"+","KIAA1328","GeneID:57536","GENE","GRCh38.p7-Primary Assembly","-","best RefSeq;identical;N"
"2519501",9606,"6",43076268,43161720,"+","NC_000006.12",43076268,43161720,"+","PTK7","GeneID:5754","GENE","GRCh38.p7-Primary Assembly","-","best RefSeq;identical;N"
"671429",9606,"12",43793723,43806375,"-","NC_000012.12",43793723,43806375,"-","TWF1","GeneID:5756","GENE","GRCh38.p7-Primary Assembly","-","best RefSeq;identical;N"
"2268446",9606,"4",87160103,87220608,"-","NC_000004.12",87160103,87220608,"-","KLHL8","GeneID:57563","GENE","GRCh38.p7-Primary Assembly","-","best RefSeq;identical;N"
"2890269",9606,"8",134477788,134713049,"-","NC_000008.11",134477788,134713049,"-","ZFAT","GeneID:57623","GENE","GRCh38.p7-Primary Assembly","-","best RefSeq;identical;N"
"2976415",9606,"9",97238426,97377295,"+","NC_000009.12",97238426,97377295,"+","LOC100499484-C9ORF174","GeneID:57653","GENE","GRCh38.p7-Primary Assembly","-",""
"197539",9606,"1",155277427,155289848,"+","NC_000001.11",155277427,155289848,"+","HCN3","GeneID:57657","GENE","GRCh38.p7-Primary Assembly","-","best RefSeq;identical;N"
"692636",9606,"12",53711118,53727523,"-","NC_000012.12",53711118,53727523,"-","CALCOCO1","GeneID:57658","GENE","GRCh38.p7-Primary Assembly","-","best RefSeq;identical;N"
"1687871",9606,"2",120013028,120179121,"+","NC_000002.12",120013028,120179121,"+","EPB41L5","GeneID:57669","GENE","GRCh38.p7-Primary Assembly","-","best RefSeq;identical;N"
"502930",9606,"11",40107066,41460212,"-","NC_000011.10",40107066,41460212,"-","LRRC4C","GeneID:57689","GENE","GRCh38.p7-Primary Assembly","-","best RefSeq;identical;N"
"1434305",9606,"19",9140380,9163419,"+","NC_000019.10",9140380,9163419,"+","ZNF317","GeneID:57693","GENE","GRCh38.p7-Primary Assembly","-","best RefSeq;identical;N"
"774760",9606,"12",123602077,123620943,"+","NC_000012.12",123602077,123620943,"+","DDX55","GeneID:57696","GENE","GRCh38.p7-Primary Assembly","-","best RefSeq;identical;N"
"1480990",9606,"19",36534491,36605411,"-","NC_000019.10",36534491,36605411,"-","ZNF529","GeneID:57711","GENE","GRCh38.p7-Primary Assembly","-","best RefSeq;identical;N"
"2227797",9606,"4",22692914,22819575,"+","NC_000004.12",22692914,22819575,"+","GBA3","GeneID:57733","GENE","GRCh38.p7-Primary Assembly","-",""
"2985737",9606,"9",109375694,109538395,"-","NC_000009.12",109375694,109538395,"-","PTPN3","GeneID:5774","GENE","GRCh38.p7-Primary Assembly","-","best RefSeq;identical;N"
"250914",9606,"1",202147012,202161588,"-","NC_000001.11",202147012,202161588,"-","PTPN7","GeneID:5778","GENE","GRCh38.p7-Primary Assembly","-","best RefSeq;identical;N"
"2726591",9606,"7",92447448,92494631,"+","NC_000007.14",92447448,92494631,"+","GATAD1","GeneID:57798","GENE","GRCh38.p7-Primary Assembly","-","best RefSeq;identical;N"
"548943",9606,"11",67350765,67353596,"-","NC_000011.10",67350765,67353596,"-","POLD4","GeneID:57804","GENE","GRCh38.p7-Primary Assembly","-","best RefSeq;identical;N"
"2814661",9606,"8",22604632,22620471,"+","NC_000008.11",22604632,22620471,"+","CCAR2","GeneID:57805","GENE","GRCh38.p7-Primary Assembly","-","best RefSeq;identical;N"
"3121589",9606,"X",132203024,132219480,"-","NC_000023.11",132203024,132219480,"-","RAP2C","GeneID:57826","GENE","GRCh38.p7-Primary Assembly","-","best RefSeq;identical;N"
"907551",9606,"14",73886615,73932288,"+","NC_000014.9",73886615,73932288,"+","ZNF410","GeneID:57862","GENE","GRCh38.p7-Primary Assembly","-","best RefSeq;identical;N"
